Id,MSSubClass,LotArea,BldgType,OverallCond,TotalBsmtSF,SalePrice
1394,120,4045,TwnhsE,5,1356,246578
1395,60,12665,1Fam,5,1094,281213
1396,20,57200,1Fam,5,747,160000
1397,70,6120,1Fam,8,939,137500
1398,50,7200,1Fam,4,1208,138000
1399,50,6171,1Fam,6,976,137450
1400,50,6000,1Fam,7,862,120000
1401,60,7415,1Fam,5,839,193000
1402,20,6762,1Fam,5,1286,193879
1403,20,15256,1Fam,5,1485,282922
1404,50,10410,1Fam,4,672,105000
1405,120,3842,TwnhsE,5,1594,275000
1406,85,8445,1Fam,7,768,133000
1407,20,8780,1Fam,5,833,112000
1408,70,7740,1Fam,7,622,125500
1409,60,20544,1Fam,6,791,215000
1410,60,12420,1Fam,5,944,230000
1411,50,9600,1Fam,8,856,140000
1412,90,7200,Duplex,5,0,90000
1413,20,10994,1Fam,5,1844,257000
1414,50,13053,1Fam,7,833,207000
1415,120,3635,TwnhsE,5,1386,175900
1416,190,11340,2fmCon,6,777,122500
1417,60,16545,1Fam,5,1284,340000
1418,20,9204,1Fam,5,1144,124000
1419,20,16381,1Fam,5,1844,223000
1420,60,11700,1Fam,6,708,179900
1421,120,4043,TwnhsE,5,1069,127500
1422,120,4435,TwnhsE,5,848,136500
1423,80,19690,1Fam,7,697,274970
1424,20,9503,1Fam,5,1024,144000
1425,20,10721,1Fam,6,1252,142000
1426,60,10944,1Fam,5,1223,271000
1427,50,10930,1Fam,6,913,140000
1428,30,7200,1Fam,7,788,119000
1429,20,12546,1Fam,7,1440,182900
1430,60,21930,1Fam,5,732,192140
1431,120,4928,TwnhsE,6,958,143750
1432,30,10800,1Fam,6,656,64500
1433,60,10261,1Fam,5,936,186500
1434,20,17400,1Fam,5,1126,160000
1435,20,8400,1Fam,9,1319,174000
1436,20,9000,1Fam,6,864,120500
1437,20,12444,1Fam,5,1932,394617
1438,20,7407,1Fam,7,912,149700
1439,60,11584,1Fam,6,539,197000
1440,70,11526,1Fam,7,588,191000
1441,120,4426,TwnhsE,5,848,149300
1442,60,11003,1Fam,5,1017,310000
1443,30,8854,1Fam,6,952,121000
1444,20,8500,1Fam,5,1422,179600
1445,85,8400,1Fam,5,814,129000
1446,20,26142,1Fam,7,1188,157900
1447,60,10000,1Fam,5,1220,240000
1448,50,11767,1Fam,7,560,112000
1449,180,1533,Twnhs,7,630,92000
1450,90,9000,Duplex,5,896,136000
1451,20,9262,1Fam,5,1573,287090
1452,180,3675,TwnhsE,5,547,145000
1453,20,17217,1Fam,5,1140,84500
1454,20,7500,1Fam,5,1221,185000
1455,60,7917,1Fam,5,953,175000
1456,20,13175,1Fam,6,1542,210000
1457,70,9042,1Fam,9,1152,266500
1458,20,9717,1Fam,6,1078,142125
1459,20,9937,1Fam,6,1256,147500
